Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
contact-lenses,8,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.3333333333333333,0.3333333333333333,0.5773502691896257,80.64516129032258,120.98347962395684,3.380821783940931,1074.0,-1070.619178216059,1.6904108919704655,537.0,-535.3095891080295,0.4854268271702417,0.24271341358512086,14.358249508330871,NaN,0.0,0.5,1.0,0.5,1.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.5,0.0,1.0,0.5,NaN,0.5,NaN,NaN,0.75,0.75,NaN,0.5,0.0,0.0,2.4E-5,8.0E-6,0.024,0.008,1339.0,3245.0,1865.0,50.0,33.33333333333333,?,?,?,?
contact-lenses,8,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.3333333333333333,0.3333333333333333,0.5773502691896257,80.64516129032258,120.98347962395684,3.380821783940931,1074.0,-1070.619178216059,1.6904108919704655,537.0,-535.3095891080295,0.4854268271702417,0.24271341358512086,14.358249508330871,NaN,0.0,0.5,1.0,0.5,1.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.5,0.0,1.0,0.5,NaN,0.5,NaN,NaN,0.75,0.75,NaN,0.5,0.0,0.0,2.4E-5,7.0E-6,0.024,0.007,1339.0,3245.0,1865.0,50.0,33.33333333333333,?,?,?,?
contact-lenses,8,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.3333333333333333,0.5773502691896257,83.33333333333331,124.99999999999999,3.0588936890535683,1074.0,-1070.9411063109465,1.5294468445267841,537.0,-535.4705531554732,1.0,0.5,32.691557852388236,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,2.4E-5,7.0E-6,0.024,0.007,1339.0,3245.0,1865.0,50.0,33.33333333333333,?,?,?,?
contact-lenses,9,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.39999999999999997,0.2222222222222222,0.4714045207910317,59.99999999999999,110.94003924504582,4.14017765804826,1074.0,-1069.8598223419517,1.3800592193494199,358.0,-356.61994078065055,1.29218075149331,0.4307269171644366,31.210756112878084,NaN,0.0,0.3333333333333333,1.0,0.6666666666666666,2.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.6666666666666666,0.0,1.0,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,0.8333333333333334,0.7777777777777778,NaN,0.6666666666666666,0.0,0.0,2.4E-5,8.999999999999999E-6,0.024,0.009,1339.0,3176.0,1934.0,66.66666666666667,33.333333333333336,?,?,?,?
contact-lenses,9,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.39999999999999997,0.2222222222222222,0.4714045207910317,59.99999999999999,110.94003924504582,4.14017765804826,1074.0,-1069.8598223419517,1.3800592193494199,358.0,-356.61994078065055,1.29218075149331,0.4307269171644366,31.210756112878084,NaN,0.0,0.3333333333333333,1.0,0.6666666666666666,2.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.6666666666666666,0.0,1.0,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,0.8333333333333334,0.7777777777777778,NaN,0.6666666666666666,0.0,0.0,2.4E-5,8.0E-6,0.024,0.008,1339.0,3176.0,1934.0,66.66666666666667,33.333333333333336,?,?,?,?
contact-lenses,9,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,1.0,2.0,0.0,33.333333333333336,66.66666666666667,0.0,0.14285714285714285,0.4444444444444444,0.6666666666666666,119.99999999999999,156.8929081105472,4.14017765804826,2148.0,-2143.8598223419517,1.3800592193494199,716.0,-714.6199407806506,-0.748461233004036,-0.249487077668012,-18.077997970668523,NaN,0.0,0.6666666666666666,2.0,0.3333333333333333,1.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.3333333333333333,0.0,1.0,0.6666666666666666,NaN,0.3333333333333333,NaN,NaN,0.6666666666666666,0.6666666666666666,NaN,0.3333333333333333,0.0,0.0,2.4E-5,8.999999999999999E-6,0.024,0.009,1339.0,3176.0,1934.0,33.333333333333336,33.333333333333336,?,?,?,?
contact-lenses,9,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.39999999999999997,0.2222222222222222,0.4714045207910317,59.99999999999999,110.94003924504582,4.14017765804826,1074.0,-1069.8598223419517,1.3800592193494199,358.0,-356.61994078065055,1.29218075149331,0.4307269171644366,31.210756112878084,NaN,0.0,0.3333333333333333,1.0,0.6666666666666666,2.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.6666666666666666,0.0,1.0,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,0.8333333333333334,0.7777777777777778,NaN,0.6666666666666666,0.0,0.0,2.6E-5,8.999999999999999E-6,0.026,0.009,1339.0,3176.0,1934.0,66.66666666666667,33.333333333333336,?,?,?,?
contact-lenses,9,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.673002535434241,0.0,1.673002535434241,0.8365012677171205,0.0,0.8365012677171205,1.673002535434241,0.8365012677171205,100.0,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.6E-5,7.0E-6,0.026,0.007,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,9,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.3333333333333333,0.5773502691896257,83.33333333333331,124.99999999999999,3.0588936890535683,1074.0,-1070.9411063109465,1.5294468445267841,537.0,-535.4705531554732,1.0,0.5,32.691557852388236,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,2.8E-5,7.0E-6,0.028,0.007,1339.0,3245.0,1865.0,50.0,33.33333333333333,?,?,?,?
contact-lenses,9,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0588936890535683,0.0,3.0588936890535683,1.5294468445267841,0.0,1.5294468445267841,3.0588936890535683,1.5294468445267841,100.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.4E-5,7.0E-6,0.024,0.007,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,9,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.3333333333333333,0.5773502691896257,83.33333333333331,124.99999999999999,3.0588936890535683,1074.0,-1070.9411063109465,1.5294468445267841,537.0,-535.4705531554732,1.0,0.5,32.691557852388236,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,NaN,0.5,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.5,NaN,0.5,0.0,0.0,2.6E-5,7.0E-6,0.026,0.007,1339.0,3245.0,1865.0,50.0,33.33333333333333,?,?,?,?
contact-lenses,9,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0588936890535683,0.0,3.0588936890535683,1.5294468445267841,0.0,1.5294468445267841,3.0588936890535683,1.5294468445267841,100.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.5E-5,7.0E-6,0.025,0.007,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,9,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0588936890535683,0.0,3.0588936890535683,1.5294468445267841,0.0,1.5294468445267841,3.0588936890535683,1.5294468445267841,100.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.3E-5,7.0E-6,0.023,0.007,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,10,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.49999999999999994,0.2222222222222222,0.4714045207910317,49.99999999999999,91.56571124598189,5.526068811667588,1074.0,-1068.4739311883325,1.8420229372225292,358.0,-356.1579770627775,2.678071905112638,0.892690635037546,48.46251460818279,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,0.75,0.611111111111111,NaN,0.6666666666666666,0.0,0.0,2.6E-5,8.999999999999999E-6,0.026,0.009,1339.0,3176.0,1934.0,66.66666666666667,33.333333333333336,?,?,?,?
contact-lenses,10,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,1.0,2.0,0.0,33.333333333333336,66.66666666666667,0.0,0.0,0.4444444444444444,0.6666666666666666,99.99999999999999,129.4934706924062,5.526068811667588,2148.0,-2142.4739311883322,1.8420229372225292,716.0,-714.1579770627774,0.5849625007211565,0.1949875002403855,10.585508806659863,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,NaN,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,NaN,0.3333333333333333,NaN,NaN,0.5,0.3333333333333333,NaN,0.3333333333333333,0.0,0.0,2.4E-5,8.0E-6,0.024,0.008,1339.0,3176.0,1934.0,33.333333333333336,33.333333333333336,?,?,?,?
contact-lenses,10,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.49999999999999994,0.2222222222222222,0.4714045207910317,49.99999999999999,91.56571124598189,5.526068811667588,1074.0,-1068.4739311883325,1.8420229372225292,358.0,-356.1579770627775,2.678071905112638,0.892690635037546,48.46251460818279,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,0.75,0.611111111111111,NaN,0.6666666666666666,0.0,0.0,2.4E-5,8.999999999999999E-6,0.024,0.009,1339.0,3176.0,1934.0,66.66666666666667,33.333333333333336,?,?,?,?
contact-lenses,10,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,21.0,3.0,1.0,2.0,0.0,33.333333333333336,66.66666666666667,0.0,0.0,0.4444444444444444,0.6666666666666666,99.99999999999999,129.4934706924062,5.526068811667588,2148.0,-2142.4739311883322,1.8420229372225292,716.0,-714.1579770627774,0.5849625007211565,0.1949875002403855,10.585508806659863,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,NaN,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,NaN,0.3333333333333333,NaN,NaN,0.5,0.3333333333333333,NaN,0.3333333333333333,0.0,0.0,2.4E-5,8.0E-6,0.024,0.008,1339.0,3176.0,1934.0,33.333333333333336,33.333333333333336,?,?,?,?
contact-lenses,10,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.673002535434241,0.0,1.673002535434241,0.8365012677171205,0.0,0.8365012677171205,1.673002535434241,0.8365012677171205,100.0,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.8E-5,8.0E-6,0.028,0.008,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,10,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.3333333333333333,0.5773502691896257,113.63636363636364,185.3123291652753,1.673002535434241,1074.0,-1072.3269974645657,0.8365012677171205,537.0,-536.1634987322828,-0.3479233034203072,-0.1739616517101536,-20.796340474762097,NaN,0.0,0.5,1.0,0.5,1.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0.5,1.0,0.5,0.6666666666666666,NaN,NaN,1.0,0.6666666666666666,0.5,0.0,0.0,2.6E-5,8.0E-6,0.026,0.008,1339.0,3245.0,1865.0,50.0,33.33333333333333,?,?,?,?
contact-lenses,10,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.673002535434241,0.0,1.673002535434241,0.8365012677171205,0.0,0.8365012677171205,1.673002535434241,0.8365012677171205,100.0,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.4E-5,7.0E-6,0.024,0.007,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,10,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.673002535434241,0.0,1.673002535434241,0.8365012677171205,0.0,0.8365012677171205,1.673002535434241,0.8365012677171205,100.0,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.5E-5,6.0E-6,0.025,0.006,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,10,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.673002535434241,0.0,1.673002535434241,0.8365012677171205,0.0,0.8365012677171205,1.673002535434241,0.8365012677171205,100.0,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.4E-5,6.0E-6,0.024,0.006,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,10,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0588936890535683,0.0,3.0588936890535683,1.5294468445267841,0.0,1.5294468445267841,3.0588936890535683,1.5294468445267841,100.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.3E-5,7.0E-6,0.023,0.007,1339.0,3245.0,1865.0,100.0,33.33333333333333,?,?,?,?
contact-lenses,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.49999999999999994,0.286970858832353,0.35119462626722836,64.56844323727942,68.21611656579883,5.526068811667588,2.7153898265767102,2.8106789850908775,1.8420229372225292,0.9051299421922367,0.9368929950302926,2.810678985090877,0.9368929950302923,50.86217853741683,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,NaN,0.0,NaN,NaN,1.0,1.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,1.0,1.0,NaN,0.6666666666666666,0.0,0.0,3.2E-5,1.4999999999999999E-5,0.032,0.015,3193.0,3176.0,1934.0,100.0,88.88888888888887,?,?,?,?
contact-lenses,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.49999999999999994,0.2658982552512907,0.3332290373011987,59.8271074315404,64.72647686343225,5.526068811667588,2.5273678710657355,2.9987009406018523,1.8420229372225292,0.8424559570219118,0.9995669802006174,2.998700940601852,0.9995669802006173,54.26463264935244,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,1.0,1.0,NaN,0.6666666666666666,0.0,0.0,2.7E-5,1.2E-5,0.027,0.012,3193.0,3176.0,1934.0,100.0,88.88888888888887,?,?,?,?
contact-lenses,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.49999999999999994,0.3299373122001558,0.3898817004778443,74.23589524503505,75.73070183149984,5.526068811667588,3.34929134653882,2.176777465128768,1.8420229372225292,1.1164304488462733,0.725592488376256,2.176777465128768,0.725592488376256,39.391066946773826,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,1.0,1.0,NaN,0.6666666666666666,0.0,0.0,2.7E-5,1.2E-5,0.027,0.012,3193.0,3176.0,1934.0,100.0,88.88888888888887,?,?,?,?
contact-lenses,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.49999999999999994,0.2713662701038431,0.34571677381186416,61.0574107733647,67.15209737621979,5.526068811667588,2.5574480612106663,2.9686207504569215,1.8420229372225292,0.8524826870702221,0.9895402501523072,2.9686207504569215,0.9895402501523072,53.720300119843934,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,1.0,1.0,NaN,0.6666666666666666,0.0,0.0,2.9E-5,1.2E-5,0.029,0.012,3193.0,3176.0,1934.0,100.0,88.88888888888887,?,?,?,?
contact-lenses,1,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,22.0,2.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.30557629509249895,0.37388410125207183,104.17373696335194,120.00571808537751,1.673002535434241,2.064785135201524,-0.3917825997672828,0.8365012677171205,1.032392567600762,-0.1958912998836414,-0.1838799648903482,-0.0919399824451741,-10.99101531502585,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0.5,1.0,0.5,0.6666666666666666,NaN,NaN,1.0,0.6666666666666666,0.5,0.0,0.0,2.7E-5,1.0E-5,0.027,0.01,3193.0,3245.0,1865.0,100.0,83.33333333333333,?,?,?,?
contact-lenses,1,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.08602907019141126,0.09665713874744883,29.32809211070839,31.024077527290384,1.673002535434241,0.39924358874865,1.273758946685591,0.8365012677171205,0.199621794374325,0.6368794733427955,1.2737589466855912,0.6368794733427956,76.13610378390592,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.6E-5,1.0E-5,0.026,0.01,3193.0,3245.0,1865.0,100.0,66.66666666666666,?,?,?,?
contact-lenses,1,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.07574389931408904,0.08623738446781752,25.821783857075815,27.679645147275107,1.673002535434241,0.3481729530856239,1.3248295823486171,0.8365012677171205,0.17408647654281195,0.6624147911743086,1.3248295823486171,0.6624147911743086,79.18873727257963,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.7E-5,1.0E-5,0.027,0.01,3193.0,3245.0,1865.0,100.0,66.66666666666666,?,?,?,?
contact-lenses,1,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.16574432025879138,0.18580794154021552,56.50374554276979,59.63884363049216,1.673002535434241,0.8268959538530726,0.8461065815811685,0.8365012677171205,0.4134479769265363,0.42305329079058424,0.8461065815811685,0.42305329079058424,50.574136240717344,NaN,0.0,0.0,0.0,1.0,2.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,0.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,0.0,0.0,2.6E-5,1.0E-5,0.026,0.01,3193.0,3245.0,1865.0,100.0,83.33333333333333,?,?,?,?
contact-lenses,1,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,22.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.5168464774195901,0.5758131057963658,176.19766275667848,184.81894526313835,1.673002535434241,4.384029584175294,-2.7110270487410526,0.8365012677171205,2.192014792087647,-1.3555135243705263,-1.6281103562541301,-0.8140551781270651,-97.31666998529332,NaN,0.0,0.5,1.0,0.5,1.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,0.0,0.0,0.0,2.7E-5,8.999999999999999E-6,0.027,0.009,3193.0,3245.0,1865.0,100.0,100.0,?,?,?,?
contact-lenses,1,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,22.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.17235504260373166,0.21437812249303703,43.08876065093291,46.41422502364556,3.0588936890535683,0.9040676711312867,2.1548260179222813,1.5294468445267841,0.45203383556564336,1.0774130089611407,2.154826017922282,1.077413008961141,70.44461942673765,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,2.6E-5,1.0E-5,0.026,0.01,3193.0,3245.0,1865.0,100.0,83.33333333333333,?,?,?,?
contact-lenses,2,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.3032971898714294,0.35139266077775966,81.89024126528592,82.6965246571886,4.14017765804826,2.9079938902192697,1.2321837678289902,1.3800592193494199,0.9693312967397566,0.4107279226096634,1.1938664897396127,0.3979554965798709,28.83611739266326,NaN,0.0,0.0,0.0,1.0,3.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,1.0,1.0,NaN,0.6666666666666666,0.0,0.0,2.8E-5,1.2E-5,0.028,0.012,3193.0,3176.0,1934.0,100.0,100.0,?,?,?,?
contact-lenses,2,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02503200152E7,21.0,3.0,2.0,1.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.1975600333617282,0.2845516339655592,53.34120900766661,66.96620004069682,4.14017765804826,1.825252942503911,2.3149247155443486,1.3800592193494199,0.6084176475013037,0.7716415718481162,2.3149247155443486,0.7716415718481162,55.91365653220876,NaN,0.0,0.0,0.0,1.0,3.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,NaN,0.6666666666666666,NaN,NaN,1.0,1.0,NaN,0.6666666666666666,0.0,0.0,2.8E-5,1.2E-5,0.028,0.012,3193.0,3176.0,1934.0,100.0,77.77777777777777,?,?,?,?
